1,Bill Gates is the founder of Microsoft.,[],"[""not_founders('Microsoft_Redmond_campus', 'Bill_Gates') 1.0"", ""not_founders('Microsoft_Mobile', 'Bill_Gates') 1.0""]","['not_founders(""Microsoft_Redmond_campus"",""Bill_Gates"")', 'not_founders(""Microsoft_Mobile"",""Bill_Gates"")']","['birthPlace(""Bill_Gates"",""Seattle"")', 'residence(""Bill_Gates"",""Medina,_Washington"")', 'founders(""Microsoft"",""Paul_Allen"")', 'owner(""Microsoft"",""Bill', 'keyPerson(""Berkshire_Hathaway"",""Bill_Gates"")', 'keyPerson(""Microsoft"",""Bill_Gates"")', 'keyPerson(""Microsoft"",""President_(corporate_title)"")', 'keyPerson(""Microsoft"",""Satya_Nadella"")', 'keyPerson(""Microsoft"",""John_W._Thompson"")', 'locationCity(""Microsoft"",""Redmond,_Washington"")', 'locationCity(""Microsoft"",""Microsoft_Redmond_campus"")', 'subsidiary(""Microsoft"",""List_of_mergers_and_acquisitions_by_Microsoft"")', 'nationality(""Bill_Gates"",""American"")', 'genre(""Microsoft_Dynamics"",""Enterprise_resource_planning"")', 'genre(""Microsoft_Dynamics"",""Customer_relationship_management"")', 'keyPerson(""Microsoft_Mobile"",""Terry_Myerson"")', 'location(""Microsoft_Mobile"",""Espoo"")', 'location(""Microsoft_Mobile"",""Finland"")', 'owner(""MSN"",""Microsoft"")', 'owner(""OneDrive"",""Microsoft"")', 'owner(""Microsoft_Developer_Network"",""Microsoft"")', 'owner(""Outlook.com"",""Microsoft"")', 'owner(""Microsoft_TechNet"",""Microsoft"")', 'owner(""Bing"",""Microsoft"")', 'parentCompany(""Microsoft_Mobile"",""Microsoft"")', 'location(""Microsoft_Redmond_campus"",""Redmond,_Washington"")', 'owner(""Microsoft_Redmond_campus"",""Microsoft"")', 'genre(""Microsoft_Visual_Studio"",""Integrated_development_environment"")', 'genre(""Microsoft_Office"",""Office_suite"")', 'occupation(""Paul_Allen"",""Microsoft"")', 'occupation(""Satya_Nadella"",""Microsoft_Corporation"")', 'occupation(""John_W._Thompson"",""Microsoft"")', 'not_founders(""Microsoft"",""John_W._Thompson"")', 'not_founders(""Microsoft_Redmond_campus"",""Bill_Gates"")', 'not_founders(""Microsoft_Redmond_campus"",""President_(corporate_title)"")', 'not_founders(""Microsoft_Redmond_campus"",""Satya_Nadella"")', 'not_founders(""Microsoft_Redmond_campus"",""John_W._Thompson"")', 'not_founders(""Microsoft_Mobile"",""Bill_Gates"")', 'not_founders(""Microsoft_Mobile"",""President_(corporate_title)"")', 'not_founders(""Microsoft_Mobile"",""Satya_Nadella"")', 'not_founders(""Microsoft_Mobile"",""John_W._Thompson"")']","[""founders('Microsoft', 'Paul_Allen') 1.0""]","[""not_founders('Microsoft_Redmond_campus', 'Bill_Gates') 1.0"", ""not_founders('Microsoft_Redmond_campus', 'President_(corporate_title)') 1.0"", ""not_founders('Microsoft_Mobile', 'Satya_Nadella') 1.0"", ""not_founders('Microsoft_Mobile', 'Bill_Gates') 1.0"", ""not_founders('Microsoft_Redmond_campus', 'Satya_Nadella') 1.0"", ""not_founders('Microsoft', 'John_W._Thompson') 1.0"", ""not_founders('Microsoft_Mobile', 'John_W._Thompson') 1.0"", ""not_founders('Microsoft_Redmond_campus', 'John_W._Thompson') 1.0"", ""not_founders('Microsoft_Mobile', 'President_(corporate_title)') 1.0""]"
11,Bill Gates is the founder of Apple.,[],[],[],"['birthPlace(""Bill_Gates"",""Seattle"")', 'residence(""Bill_Gates"",""Medina,_Washington"")', 'founders(""Microsoft"",""Bill_Gates"")', 'keyPerson(""Berkshire_Hathaway"",""Bill_Gates"")', 'keyPerson(""Microsoft"",""Bill_Gates"")', 'keyPerson(""Apple_Inc."",""Arthur_D._Levinson"")', 'keyPerson(""Apple_Inc."",""Jeff_Williams_(Apple)"")', 'keyPerson(""Apple_Inc."",""Luca_Maestri"")', 'keyPerson(""Apple_Inc."",""Tim_Cook"")', 'keyPerson(""Apple_Inc."",""Jonathan_Ive"")', 'locationCity(""Apple_Inc."",""California"")', 'locationCity(""Apple_Inc."",""Apple_Campus"")', 'locationCity(""Apple_Inc."",""Cupertino,_California"")', 'subsidiary(""Apple_Inc."",""FileMaker_Inc."")', 'subsidiary(""Apple_Inc."",""Beats_Electronics"")', 'subsidiary(""Apple_Inc."",""Anobit"")', 'subsidiary(""Apple_Inc."",""Braeburn_Capital"")']","[""founders('Microsoft', 'Bill_Gates') 1.0""]",[]
12,Steve Jobs is the founder of Microsoft.,[],[],[],"['birthPlace(""Steve_Jobs"",""San_Francisco"")', 'occupation(""Steve_Jobs"",""Pixar"")', 'occupation(""Steve_Jobs"",""Apple_Inc."")', 'occupation(""Steve_Jobs"",""NeXT"")', 'occupation(""Steve_Jobs"",""Steve_Jobs__1"")', 'founders(""Apple_Inc."",""Steve_Jobs"")', 'keyPerson(""NeXT"",""Steve_Jobs"")', 'keyPerson(""Microsoft"",""Bill_Gates"")', 'keyPerson(""Microsoft"",""President_(corporate_title)"")', 'keyPerson(""Microsoft"",""Satya_Nadella"")', 'keyPerson(""Microsoft"",""John_W._Thompson"")', 'locationCity(""Microsoft"",""Redmond,_Washington"")', 'locationCity(""Microsoft"",""Microsoft_Redmond_campus"")', 'subsidiary(""Microsoft"",""List_of_mergers_and_acquisitions_by_Microsoft"")', 'founders(""Microsoft"",""Bill_Gates"")', 'genre(""Microsoft_Dynamics"",""Enterprise_resource_planning"")', 'genre(""Microsoft_Dynamics"",""Customer_relationship_management"")', 'keyPerson(""Microsoft_Mobile"",""Terry_Myerson"")', 'location(""Microsoft_Mobile"",""Espoo"")', 'location(""Microsoft_Mobile"",""Finland"")', 'owner(""MSN"",""Microsoft"")', 'owner(""OneDrive"",""Microsoft"")', 'owner(""Microsoft_Developer_Network"",""Microsoft"")', 'owner(""Outlook.com"",""Microsoft"")', 'owner(""Microsoft_TechNet"",""Microsoft"")', 'owner(""Bing"",""Microsoft"")', 'parentCompany(""Microsoft_Mobile"",""Microsoft"")', 'founders(""Microsoft"",""Paul_Allen"")', 'location(""Microsoft_Redmond_campus"",""Redmond,_Washington"")', 'owner(""Microsoft_Redmond_campus"",""Microsoft"")', 'genre(""Microsoft_Visual_Studio"",""Integrated_development_environment"")', 'genre(""Microsoft_Office"",""Office_suite"")', 'occupation(""Paul_Allen"",""Microsoft"")', 'occupation(""Satya_Nadella"",""Microsoft_Corporation"")', 'occupation(""John_W._Thompson"",""Microsoft"")', 'not_founders(""NeXT"",""Steve_Jobs"")', 'not_founders(""Microsoft"",""John_W._Thompson"")', 'not_founders(""Microsoft_Redmond_campus"",""Bill_Gates"")', 'not_founders(""Microsoft_Redmond_campus"",""President_(corporate_title)"")', 'not_founders(""Microsoft_Redmond_campus"",""Satya_Nadella"")', 'not_founders(""Microsoft_Redmond_campus"",""John_W._Thompson"")', 'not_founders(""Microsoft_Mobile"",""Bill_Gates"")', 'not_founders(""Microsoft_Mobile"",""President_(corporate_title)"")', 'not_founders(""Microsoft_Mobile"",""Satya_Nadella"")', 'not_founders(""Microsoft_Mobile"",""John_W._Thompson"")']","[""founders('Apple_Inc.', 'Steve_Jobs') 1.0"", ""founders('Microsoft', 'Paul_Allen') 1.0"", ""founders('Microsoft', 'Bill_Gates') 1.0""]","[""not_founders('Microsoft_Mobile', 'Bill_Gates') 1.0"", ""not_founders('Microsoft_Redmond_campus', 'Satya_Nadella') 1.0"", ""not_founders('Microsoft_Mobile', 'Satya_Nadella') 1.0"", ""not_founders('Microsoft_Redmond_campus', 'President_(corporate_title)') 1.0"", ""not_founders('NeXT', 'Steve_Jobs') 1.0"", ""not_founders('Microsoft', 'John_W._Thompson') 1.0"", ""not_founders('Microsoft_Mobile', 'John_W._Thompson') 1.0"", ""not_founders('Microsoft_Mobile', 'President_(corporate_title)') 1.0"", ""not_founders('Microsoft_Redmond_campus', 'John_W._Thompson') 1.0"", ""not_founders('Microsoft_Redmond_campus', 'Bill_Gates') 1.0""]"
13,Larry Page is the founder of Apple.,[],[],[],"['birthPlace(""Larry_Page"",""Michigan"")', 'birthPlace(""Larry_Page"",""East_Lansing,_Michigan"")', 'occupation(""Larry_Page"",""List_of_Internet_entrepreneurs"")', 'occupation(""Larry_Page"",""Computer_scientist"")', 'occupation(""Larry_Page"",""Larry_Page__1"")', 'residence(""Larry_Page"",""California"")', 'residence(""Larry_Page"",""Palo_Alto,_California"")', 'keyPerson(""Apple_Inc."",""Arthur_D._Levinson"")', 'keyPerson(""Apple_Inc."",""Jeff_Williams_(Apple)"")', 'keyPerson(""Apple_Inc."",""Luca_Maestri"")', 'keyPerson(""Apple_Inc."",""Tim_Cook"")', 'keyPerson(""Apple_Inc."",""Jonathan_Ive"")', 'locationCity(""Apple_Inc."",""California"")', 'locationCity(""Apple_Inc."",""Apple_Campus"")', 'locationCity(""Apple_Inc."",""Cupertino,_California"")', 'subsidiary(""Apple_Inc."",""FileMaker_Inc."")', 'subsidiary(""Apple_Inc."",""Beats_Electronics"")', 'subsidiary(""Apple_Inc."",""Anobit"")', 'subsidiary(""Apple_Inc."",""Braeburn_Capital"")']",[],[]
14,Sergey Brin is the founder of Microsoft.,[],[],[],"['birthPlace(""Sergey_Brin"",""Moscow"")', 'birthPlace(""Sergey_Brin"",""Russian_Soviet_Federative_Socialist_Republic"")', 'birthPlace(""Sergey_Brin"",""Soviet_Union"")', 'nationality(""Sergey_Brin"",""United_States"")', 'residence(""Sergey_Brin"",""Los_Altos,_California"")', 'stateOfOrigin(""Sergey_Brin"",""United_States"")', 'founders(""Google"",""Sergey_Brin"")', 'keyPerson(""Microsoft"",""Bill_Gates"")', 'keyPerson(""Microsoft"",""President_(corporate_title)"")', 'keyPerson(""Microsoft"",""Satya_Nadella"")', 'keyPerson(""Microsoft"",""John_W._Thompson"")', 'locationCity(""Microsoft"",""Redmond,_Washington"")', 'locationCity(""Microsoft"",""Microsoft_Redmond_campus"")', 'subsidiary(""Microsoft"",""List_of_mergers_and_acquisitions_by_Microsoft"")', 'founders(""Microsoft"",""Bill_Gates"")', 'genre(""Microsoft_Dynamics"",""Enterprise_resource_planning"")', 'genre(""Microsoft_Dynamics"",""Customer_relationship_management"")', 'keyPerson(""Microsoft_Mobile"",""Terry_Myerson"")', 'location(""Microsoft_Mobile"",""Espoo"")', 'location(""Microsoft_Mobile"",""Finland"")', 'owner(""MSN"",""Microsoft"")', 'owner(""OneDrive"",""Microsoft"")', 'owner(""Microsoft_Developer_Network"",""Microsoft"")', 'owner(""Outlook.com"",""Microsoft"")', 'owner(""Microsoft_TechNet"",""Microsoft"")', 'owner(""Bing"",""Microsoft"")', 'parentCompany(""Microsoft_Mobile"",""Microsoft"")', 'founders(""Microsoft"",""Paul_Allen"")', 'location(""Microsoft_Redmond_campus"",""Redmond,_Washington"")', 'owner(""Microsoft_Redmond_campus"",""Microsoft"")', 'genre(""Microsoft_Visual_Studio"",""Integrated_development_environment"")', 'genre(""Microsoft_Office"",""Office_suite"")', 'occupation(""Paul_Allen"",""Microsoft"")', 'occupation(""Satya_Nadella"",""Microsoft_Corporation"")', 'occupation(""John_W._Thompson"",""Microsoft"")', 'not_founders(""Microsoft"",""John_W._Thompson"")', 'not_founders(""Microsoft_Redmond_campus"",""Bill_Gates"")', 'not_founders(""Microsoft_Redmond_campus"",""President_(corporate_title)"")', 'not_founders(""Microsoft_Redmond_campus"",""Satya_Nadella"")', 'not_founders(""Microsoft_Redmond_campus"",""John_W._Thompson"")', 'not_founders(""Moscow"",""Sergey_Brin"")', 'not_founders(""Microsoft_Mobile"",""Bill_Gates"")', 'not_founders(""Microsoft_Mobile"",""President_(corporate_title)"")', 'not_founders(""Microsoft_Mobile"",""Satya_Nadella"")', 'not_founders(""Microsoft_Mobile"",""John_W._Thompson"")']","[""founders('Microsoft', 'Paul_Allen') 1.0"", ""founders('Google', 'Sergey_Brin') 1.0"", ""founders('Microsoft', 'Bill_Gates') 1.0""]","[""not_founders('Moscow', 'Sergey_Brin') 1.0"", ""not_founders('Microsoft_Redmond_campus', 'President_(corporate_title)') 1.0"", ""not_founders('Microsoft_Redmond_campus', 'Satya_Nadella') 1.0"", ""not_founders('Microsoft_Mobile', 'Satya_Nadella') 1.0"", ""not_founders('Microsoft_Mobile', 'Bill_Gates') 1.0"", ""not_founders('Microsoft_Mobile', 'President_(corporate_title)') 1.0"", ""not_founders('Microsoft', 'John_W._Thompson') 1.0"", ""not_founders('Microsoft_Mobile', 'John_W._Thompson') 1.0"", ""not_founders('Microsoft_Redmond_campus', 'John_W._Thompson') 1.0"", ""not_founders('Microsoft_Redmond_campus', 'Bill_Gates') 1.0""]"
15,Steve Wozniak is the founder of Google.,[],[],[],"['birthPlace(""Steve_Wozniak"",""San_Jose,_California"")', 'birthPlace(""Steve_Wozniak"",""California"")', 'occupation(""Steve_Wozniak"",""Steve_Wozniak__1"")', 'occupation(""Steve_Wozniak"",""Electronic_engineering"")', 'occupation(""Steve_Wozniak"",""Programmer"")', 'keyPerson(""Google"",""Sundar_Pichai"")', 'locationCity(""Google"",""California"")', 'locationCity(""Google"",""Mountain_View,_California"")', 'locationCity(""Google"",""Googleplex"")', 'parentCompany(""Google"",""Alphabet_Inc."")', 'subsidiary(""Google"",""List_of_mergers_and_acquisitions_by_Alphabet"")', 'founders(""Google"",""Sergey_Brin"")', 'founders(""Google"",""Larry_Page"")', 'occupation(""Sundar_Pichai"",""Google"")', 'subsidiary(""Alphabet_Inc."",""Google_Fiber"")', 'subsidiary(""Alphabet_Inc."",""Google"")', 'subsidiary(""Alphabet_Inc."",""Google_Capital"")', 'not_founders(""Google"",""Sundar_Pichai"")', 'not_founders(""Google"",""Executive_Chairman"")', 'not_founders(""Google"",""Chief_financial_officer"")', 'not_founders(""Google"",""President_(corporate_title)"")', 'not_founders(""Google"",""Ruth_Porat"")', 'not_founders(""Google"",""Eric_Schmidt"")', 'not_founders(""Google"",""Sergey_Brin"")', 'not_founders(""Google"",""Larry_Page"")', 'not_founders(""Google"",""Chief_executive_officer"")']","[""founders('Google', 'Sergey_Brin') 1.0"", ""founders('Google', 'Larry_Page') 1.0""]","[""not_founders('Google', 'Executive_Chairman') 1.0"", ""not_founders('Google', 'Eric_Schmidt') 1.0"", ""not_founders('Google', 'Chief_executive_officer') 1.0"", ""not_founders('Google', 'Larry_Page') 1.0"", ""not_founders('Google', 'Chief_financial_officer') 1.0"", ""not_founders('Google', 'Ruth_Porat') 1.0"", ""not_founders('Google', 'President_(corporate_title)') 1.0"", ""not_founders('Google', 'Sergey_Brin') 1.0"", ""not_founders('Google', 'Sundar_Pichai') 1.0""]"
16,Paul Allen is the founder of Google.,[],[],[],"['birthPlace(""Paul_Allen"",""Seattle"")', 'birthPlace(""Paul_Allen"",""Seattle,_Washington"")', 'occupation(""Paul_Allen"",""Portland_Trail_Blazers"")', 'occupation(""Paul_Allen"",""Allen_Institute_for_Brain_Science"")', 'occupation(""Paul_Allen"",""Allen_Institute_for_Cell_Science"")', 'occupation(""Paul_Allen"",""Microsoft"")', 'occupation(""Paul_Allen"",""Allen_Institute_for_Artificial_Intelligence"")', 'occupation(""Paul_Allen"",""Seattle_Seahawks"")', 'occupation(""Paul_Allen"",""Vulcan_Inc."")', 'occupation(""Paul_Allen"",""Seattle_Sounders"")', 'occupation(""Paul_Allen"",""Paul_Allen__1"")', 'residence(""Paul_Allen"",""Mercer_Island,_Washington"")', 'founders(""Allen_Institute_for_Brain_Science"",""Paul_Allen"")', 'founders(""Microsoft"",""Paul_Allen"")', 'founders(""Vulcan_Inc."",""Paul_Allen"")', 'owner(""Portland_Trail_Blazers"",""Paul_Allen"")', 'owner(""Vulcan_Inc."",""Paul_Allen"")', 'owner(""Seattle_Seahawks"",""Paul_Allen"")', 'keyPerson(""Google"",""Sundar_Pichai"")', 'locationCity(""Google"",""California"")', 'locationCity(""Google"",""Mountain_View,_California"")', 'locationCity(""Google"",""Googleplex"")', 'parentCompany(""Google"",""Alphabet_Inc."")', 'subsidiary(""Google"",""List_of_mergers_and_acquisitions_by_Alphabet"")', 'founders(""Google"",""Sergey_Brin"")', 'founders(""Google"",""Larry_Page"")', 'occupation(""Sundar_Pichai"",""Google"")', 'subsidiary(""Alphabet_Inc."",""Google_Fiber"")', 'subsidiary(""Alphabet_Inc."",""Google"")', 'subsidiary(""Alphabet_Inc."",""Google_Capital"")', 'not_founders(""Google"",""Sundar_Pichai"")', 'not_founders(""Google"",""Executive_Chairman"")', 'not_founders(""Google"",""Chief_financial_officer"")', 'not_founders(""Google"",""President_(corporate_title)"")', 'not_founders(""Google"",""Ruth_Porat"")', 'not_founders(""Google"",""Eric_Schmidt"")', 'not_founders(""Google"",""Sergey_Brin"")', 'not_founders(""Google"",""Larry_Page"")', 'not_founders(""Google"",""Chief_executive_officer"")']","[""founders('Google', 'Larry_Page') 1.0"", ""founders('Allen_Institute_for_Brain_Science', 'Paul_Allen') 1.0"", ""founders('Vulcan_Inc.', 'Paul_Allen') 1.0"", ""founders('Microsoft', 'Paul_Allen') 1.0"", ""founders('Google', 'Sergey_Brin') 1.0""]","[""not_founders('Google', 'Executive_Chairman') 1.0"", ""not_founders('Google', 'Chief_executive_officer') 1.0"", ""not_founders('Google', 'Eric_Schmidt') 1.0"", ""not_founders('Google', 'Sergey_Brin') 1.0"", ""not_founders('Google', 'Larry_Page') 1.0"", ""not_founders('Google', 'Chief_financial_officer') 1.0"", ""not_founders('Google', 'President_(corporate_title)') 1.0"", ""not_founders('Google', 'Ruth_Porat') 1.0"", ""not_founders('Google', 'Sundar_Pichai') 1.0""]"
17,Mark ZuckerBerg is the founder of Tesla.,[],[],[],"['birthPlace(""Mark_Zuckerberg"",""White_Plains,_New_York"")', 'hometown(""Mark_Zuckerberg"",""Dobbs_Ferry,_New_York"")', 'occupation(""Mark_Zuckerberg"",""Mark_Zuckerberg__1"")', 'residence(""Mark_Zuckerberg"",""Palo_Alto,_California"")', 'keyPerson(""Tesla_Motors"",""JB_Straubel"")', 'keyPerson(""Tesla_Motors"",""Elon_Musk"")', 'founders(""Tesla_Motors"",""JB_Straubel"")', 'founders(""Tesla_Motors"",""Martin_Eberhard"")', 'founders(""Tesla_Motors"",""Elon_Musk"")']","[""founders('Tesla_Motors', 'JB_Straubel') 1.0"", ""founders('Tesla_Motors', 'Elon_Musk') 1.0"", ""founders('Tesla_Motors', 'Martin_Eberhard') 1.0""]",[]
18,Elon Musk is the founder of Facebook.,[],[],[],"['birthPlace(""Elon_Musk"",""Pretoria"")', 'birthPlace(""Elon_Musk"",""South_Africa"")', 'birthPlace(""Elon_Musk"",""Transvaal_Province"")', 'occupation(""Elon_Musk"",""Elon_Musk__1"")', 'residence(""Elon_Musk"",""California"")', 'residence(""Elon_Musk"",""Los_Angeles"")', 'residence(""Elon_Musk"",""Bel_Air,_Los_Angeles"")', 'founders(""Tesla_Motors"",""Elon_Musk"")', 'keyPerson(""Tesla_Motors"",""Elon_Musk"")', 'keyPerson(""SolarCity"",""Elon_Musk"")', 'keyPerson(""SpaceX"",""Elon_Musk"")', 'keyPerson(""Facebook"",""Sheryl_Sandberg"")', 'keyPerson(""Facebook"",""Chief_operating_officer"")', 'keyPerson(""Facebook"",""CEO"")', 'keyPerson(""Facebook"",""Chairman"")', 'keyPerson(""Facebook"",""Mark_Zuckerberg"")', 'location(""Facebook"",""Menlo_Park,_California"")', 'regionServed(""Facebook"",""Censorship_of_Facebook"")', 'subsidiary(""Facebook"",""Facebook_Messenger"")', 'subsidiary(""Facebook"",""WhatsApp"")', 'subsidiary(""Facebook"",""Oculus_VR"")', 'subsidiary(""Facebook"",""Instagram"")', 'genre(""Facebook_Messenger"",""Instant_messaging"")', 'occupation(""Andrew_McCollum"",""Facebook"")', 'parentCompany(""Oculus_VR"",""Facebook"")', 'not_founders(""Facebook"",""Michael_Abrash"")', 'not_founders(""Facebook"",""Brendan_Iribe"")', 'not_founders(""Facebook"",""John_D._Carmack"")', 'not_founders(""Pretoria"",""Elon_Musk"")', 'founders(""Facebook_Messenger"",""Sheryl_Sandberg"")']","[""founders('Tesla_Motors', 'Elon_Musk') 1.0"", ""founders('Facebook_Messenger', 'Sheryl_Sandberg') 1.0""]","[""not_founders('Facebook', 'Michael_Abrash') 1.0"", ""not_founders('Pretoria', 'Elon_Musk') 1.0"", ""not_founders('Facebook', 'Brendan_Iribe') 1.0"", ""not_founders('Facebook', 'John_D._Carmack') 1.0""]"
19,Elon Musk is the founder of Apple.,[],[],[],"['birthPlace(""Elon_Musk"",""Pretoria"")', 'birthPlace(""Elon_Musk"",""South_Africa"")', 'birthPlace(""Elon_Musk"",""Transvaal_Province"")', 'occupation(""Elon_Musk"",""Elon_Musk__1"")', 'residence(""Elon_Musk"",""California"")', 'residence(""Elon_Musk"",""Los_Angeles"")', 'residence(""Elon_Musk"",""Bel_Air,_Los_Angeles"")', 'founders(""Tesla_Motors"",""Elon_Musk"")', 'keyPerson(""Tesla_Motors"",""Elon_Musk"")', 'keyPerson(""SolarCity"",""Elon_Musk"")', 'keyPerson(""SpaceX"",""Elon_Musk"")', 'keyPerson(""Apple_Inc."",""Arthur_D._Levinson"")', 'keyPerson(""Apple_Inc."",""Jeff_Williams_(Apple)"")', 'keyPerson(""Apple_Inc."",""Luca_Maestri"")', 'keyPerson(""Apple_Inc."",""Tim_Cook"")', 'keyPerson(""Apple_Inc."",""Jonathan_Ive"")', 'locationCity(""Apple_Inc."",""California"")', 'locationCity(""Apple_Inc."",""Apple_Campus"")', 'locationCity(""Apple_Inc."",""Cupertino,_California"")', 'subsidiary(""Apple_Inc."",""FileMaker_Inc."")', 'subsidiary(""Apple_Inc."",""Beats_Electronics"")', 'subsidiary(""Apple_Inc."",""Anobit"")', 'subsidiary(""Apple_Inc."",""Braeburn_Capital"")', 'not_founders(""Pretoria"",""Elon_Musk"")']","[""founders('Tesla_Motors', 'Elon_Musk') 1.0""]","[""not_founders('Pretoria', 'Elon_Musk') 1.0""]"
20,Elon Musk is the founder of Google.,[],[],[],"['birthPlace(""Elon_Musk"",""Pretoria"")', 'birthPlace(""Elon_Musk"",""South_Africa"")', 'birthPlace(""Elon_Musk"",""Transvaal_Province"")', 'occupation(""Elon_Musk"",""Elon_Musk__1"")', 'residence(""Elon_Musk"",""California"")', 'residence(""Elon_Musk"",""Los_Angeles"")', 'residence(""Elon_Musk"",""Bel_Air,_Los_Angeles"")', 'founders(""Tesla_Motors"",""Elon_Musk"")', 'keyPerson(""Tesla_Motors"",""Elon_Musk"")', 'keyPerson(""SolarCity"",""Elon_Musk"")', 'keyPerson(""SpaceX"",""Elon_Musk"")', 'keyPerson(""Google"",""Sundar_Pichai"")', 'locationCity(""Google"",""California"")', 'locationCity(""Google"",""Mountain_View,_California"")', 'locationCity(""Google"",""Googleplex"")', 'parentCompany(""Google"",""Alphabet_Inc."")', 'subsidiary(""Google"",""List_of_mergers_and_acquisitions_by_Alphabet"")', 'founders(""Google"",""Sergey_Brin"")', 'founders(""Google"",""Larry_Page"")', 'occupation(""Sundar_Pichai"",""Google"")', 'subsidiary(""Alphabet_Inc."",""Google_Fiber"")', 'subsidiary(""Alphabet_Inc."",""Google"")', 'subsidiary(""Alphabet_Inc."",""Google_Capital"")', 'not_founders(""Google"",""Sundar_Pichai"")', 'not_founders(""Pretoria"",""Elon_Musk"")', 'not_founders(""Google"",""Executive_Chairman"")', 'not_founders(""Google"",""Chief_financial_officer"")', 'not_founders(""Google"",""President_(corporate_title)"")', 'not_founders(""Google"",""Ruth_Porat"")', 'not_founders(""Google"",""Eric_Schmidt"")', 'not_founders(""Google"",""Sergey_Brin"")', 'not_founders(""Google"",""Larry_Page"")', 'not_founders(""Google"",""Chief_executive_officer"")']","[""founders('Tesla_Motors', 'Elon_Musk') 1.0"", ""founders('Google', 'Larry_Page') 1.0"", ""founders('Google', 'Sergey_Brin') 1.0""]","[""not_founders('Google', 'Executive_Chairman') 1.0"", ""not_founders('Google', 'Eric_Schmidt') 1.0"", ""not_founders('Google', 'Larry_Page') 1.0"", ""not_founders('Google', 'Chief_financial_officer') 1.0"", ""not_founders('Google', 'Ruth_Porat') 1.0"", ""not_founders('Pretoria', 'Elon_Musk') 1.0"", ""not_founders('Google', 'Sergey_Brin') 1.0"", ""not_founders('Google', 'President_(corporate_title)') 1.0"", ""not_founders('Google', 'Chief_executive_officer') 1.0"", ""not_founders('Google', 'Sundar_Pichai') 1.0""]"
26,Jeff Bezos is the founder of Tesla.,[],[],[],"['birthPlace(""Jeff_Bezos"",""Albuquerque,_New_Mexico"")', 'occupation(""Jeff_Bezos"",""Jeff_Bezos__1"")', 'occupation(""Jeff_Bezos"",""Amazon.com"")', 'residence(""Jeff_Bezos"",""Seattle,_Washington"")', 'keyPerson(""Amazon.com"",""Jeff_Bezos"")', 'keyPerson(""Tesla_Motors"",""JB_Straubel"")', 'keyPerson(""Tesla_Motors"",""Elon_Musk"")', 'founders(""Tesla_Motors"",""JB_Straubel"")', 'founders(""Tesla_Motors"",""Martin_Eberhard"")', 'founders(""Tesla_Motors"",""Elon_Musk"")', 'not_founders(""Amazon.com"",""Jeff_Bezos"")']","[""founders('Tesla_Motors', 'JB_Straubel') 1.0"", ""founders('Tesla_Motors', 'Elon_Musk') 1.0"", ""founders('Tesla_Motors', 'Martin_Eberhard') 1.0""]","[""not_founders('Amazon.com', 'Jeff_Bezos') 1.0""]"
27,Jack Dorsey is the founder of Intel.,[],[],[],"['birthPlace(""Jack_Dorsey"",""Missouri"")', 'birthPlace(""Jack_Dorsey"",""St._Louis,_Missouri"")', 'occupation(""Jack_Dorsey"",""CEO"")', 'occupation(""Jack_Dorsey"",""Twitter"")', 'occupation(""Jack_Dorsey"",""Jack_Dorsey__1"")', 'residence(""Jack_Dorsey"",""San_Francisco,_California"")', 'keyPerson(""Intel"",""Brian_Krzanich"")', 'keyPerson(""Intel"",""Gordon_Moore"")', 'keyPerson(""Intel"",""Andy_Bryant"")', 'founders(""Intel"",""Gordon_Moore"")', 'founders(""Intel"",""Robert_Noyce"")', 'occupation(""Brian_Krzanich"",""Intel"")', 'occupation(""Robert_Noyce"",""Intel"")', 'occupation(""Andy_Bryant"",""Intel"")', 'not_founders(""Intel"",""Brian_Krzanich"")', 'not_founders(""Intel"",""Andy_Bryant"")']","[""founders('Intel', 'Gordon_Moore') 1.0"", ""founders('Intel', 'Robert_Noyce') 1.0""]","[""not_founders('Intel', 'Andy_Bryant') 1.0"", ""not_founders('Intel', 'Brian_Krzanich') 1.0""]"
28,Gordon Moore is the founder of Twitter.,[],[],[],"['birthPlace(""Gordon_Moore"",""California"")', 'birthPlace(""Gordon_Moore"",""San_Francisco"")', 'founders(""Intel"",""Gordon_Moore"")', 'keyPerson(""Intel"",""Gordon_Moore"")', 'locationCity(""Twitter"",""California"")', 'locationCity(""Twitter"",""San_Francisco"")', 'subsidiary(""Twitter"",""Periscope_(app)"")', 'subsidiary(""Twitter"",""Vine_(software)"")', 'occupation(""Jack_Dorsey"",""Twitter"")', 'occupation(""Omid_Kordestani"",""Twitter"")']","[""founders('Intel', 'Gordon_Moore') 1.0""]",[]
30,Travis Kalanick is the founder of Facebook.,[],[],[],"['birthPlace(""Travis_Kalanick"",""Los_Angeles"")', 'occupation(""Travis_Kalanick"",""Entrepreneur"")', 'occupation(""Travis_Kalanick"",""Travis_Kalanick__1"")', 'residence(""Travis_Kalanick"",""San_Francisco"")', 'founders(""Uber_(company)"",""Travis_Kalanick"")', 'keyPerson(""Uber_(company)"",""Travis_Kalanick"")', 'keyPerson(""Facebook"",""Sheryl_Sandberg"")', 'keyPerson(""Facebook"",""Chief_operating_officer"")', 'keyPerson(""Facebook"",""CEO"")', 'keyPerson(""Facebook"",""Chairman"")', 'keyPerson(""Facebook"",""Mark_Zuckerberg"")', 'location(""Facebook"",""Menlo_Park,_California"")', 'regionServed(""Facebook"",""Censorship_of_Facebook"")', 'subsidiary(""Facebook"",""Facebook_Messenger"")', 'subsidiary(""Facebook"",""WhatsApp"")', 'subsidiary(""Facebook"",""Oculus_VR"")', 'subsidiary(""Facebook"",""Instagram"")', 'genre(""Facebook_Messenger"",""Instant_messaging"")', 'occupation(""Andrew_McCollum"",""Facebook"")', 'parentCompany(""Oculus_VR"",""Facebook"")', 'not_founders(""Facebook"",""Michael_Abrash"")', 'not_founders(""Facebook"",""Brendan_Iribe"")', 'not_founders(""Facebook"",""John_D._Carmack"")', 'founders(""Facebook_Messenger"",""Sheryl_Sandberg"")']","[""founders('Uber_(company)', 'Travis_Kalanick') 1.0"", ""founders('Facebook_Messenger', 'Sheryl_Sandberg') 1.0""]","[""not_founders('Facebook', 'Michael_Abrash') 1.0"", ""not_founders('Facebook', 'Brendan_Iribe') 1.0"", ""not_founders('Facebook', 'John_D._Carmack') 1.0""]"
29,Diane Greene is the founder of Uber.,[],[],[],"['occupation(""Diane_Greene"",""Google"")', 'occupation(""Diane_Greene"",""Intuit"")', 'occupation(""Diane_Greene"",""Diane_Greene__1"")', 'keyPerson(""Uber_(company)"",""Travis_Kalanick"")', 'keyPerson(""Uber_(company)"",""Ryan_Graves"")', 'locationCity(""Uber_(company)"",""San_Francisco"")', 'locationCity(""Uber_(company)"",""California"")']",[],[]
